House,Address,Room,Floor,Age,Price
3516,Bhadrapur,5,3,13,23877
3517,Pokhara,2,1,8,22659
3518,Dharan,3,1,13,24055
3519,Biratchowk,5,2,15,19326
3520,Rajbiraj,4,3,2,15042
3521,Sauraha,3,3,15,13035
3522,Ilam,5,1,11,20204
3523,Mechinagar,2,3,5,27281
3524,Rajbiraj,6,1,14,15889
3525,Rajbiraj,2,1,9,23320
3526,Damak,5,1,13,13157
3527,Damak,5,3,12,11841
3528,Damak,2,2,6,24796
3529,Tikapur,5,1,16,21546
3530,Inaruwa,5,1,4,20537
3531,Kohalpur,3,1,7,28545
3532,Sauraha,4,3,18,10667
3533,Inaruwa,2,1,13,12592
3534,Lahan,6,2,13,11164
3535,Gaur,6,2,10,5761
3536,Damak,2,2,18,27229
3537,Itahari,5,2,4,20070
3538,Dharan,6,2,6,15936
3539,Beldandi,4,2,8,6699
3540,Damak,3,1,3,5235
3541,Khadbari,5,2,6,16286
3542,Gulariya,3,3,4,12681
3543,Biratnagar,2,3,6,28446
3544,Bharatpur,2,3,7,6444
3545,Lahan,6,2,16,19245
3546,Gulariya,6,1,18,24645
3547,Dhankuta,3,2,16,7555
3548,Kankai,3,2,7,12335
3549,Gauradaha,6,1,4,27516
3550,Biratnagar,5,2,10,22319
3551,Biratnagar,3,1,13,9428
3552,Sauraha,2,1,7,19454
3553,Dharan,3,3,18,21432
3554,Dharan,2,1,20,5090
3555,Lalbandi,3,1,14,7732
3556,Gauradaha,3,2,8,19780
3557,Attariya,3,1,7,19256
3558,Urlabari,3,3,17,17025
3559,Dhangadhi,2,1,3,27991
3560,Dhankuta,6,3,8,22536
3561,Kankai,3,2,17,14692
3562,Itahari,3,1,2,27605
3563,Bhadrapur,6,1,14,18275
3564,Koshi,4,1,15,13286
3565,Biratnagar,2,2,8,25468
3566,Dhankuta,2,3,18,20991
3567,Itahari,2,2,3,26588
3568,Pokhara,4,2,13,22532
3569,Kankai,4,2,14,11965
3570,Itahari,4,3,2,26907
3571,Kankai,3,1,8,9781
3572,Damak,2,1,7,25572
3573,Inaruwa,6,1,17,8436
3574,Bhadrapur,4,2,11,23926
3575,Dharan,6,3,18,23599
3576,Damak,4,1,10,21131
3577,Lalbandi,5,1,5,6026
3578,Bhadrapur,5,2,12,12588
3579,Damak,6,2,11,27343
3580,Gauradaha,4,3,18,9294
3581,Sauraha,6,2,11,15208
3582,Damak,4,2,7,6420
3583,Beldandi,2,2,4,19309
3584,Lalbandi,4,1,10,10171
3585,Dhulikhel,2,1,5,6261
3586,Bharatpur,3,1,2,23823
3587,Bharatpur,6,1,4,25709
3588,Itahari,3,3,20,16118
3589,Itahari,6,1,3,15241
3590,Rajbiraj,4,3,19,25204
3591,Rajbiraj,6,2,4,28203
3592,Dhankuta,4,1,18,20653
3593,Dhankuta,6,1,12,25135
3594,Mechinagar,6,1,20,29476
3595,Lalbandi,5,1,3,12261
3596,Itahari,2,3,10,5330
3597,Dhangadhi,6,2,2,13222
3598,Kalaiya,5,1,6,28659
3599,Itahari,6,2,20,15263
3600,Damak,6,2,18,24388
3601,Kalaiya,4,3,16,26772
3602,Gauradaha,5,1,8,18659
3603,Bhadrapur,5,2,15,26266
3604,Dharan,2,1,16,11324
3605,Dharan,5,1,18,15843
3606,Damak,3,1,20,17922
3607,Bhadrapur,6,3,16,29042
3608,Bhadrapur,4,1,10,18537
3609,Lahan,5,1,12,28420
3610,Jaleswar,4,2,16,17692
3611,Damak,4,2,3,12080
3612,Biratnagar,6,1,8,17051
3613,Dharan,2,1,3,22983
3614,Bhadrapur,6,2,6,19913
3615,Birtamod,2,2,14,9617
3616,Kalaiya,6,3,12,10226
3617,Lalbandi,5,1,12,15601
3618,Dhangadhi,3,2,6,17716
3619,Dhulikhel,5,3,4,22805
3620,Itahari,6,2,16,8436
3621,Dharan,4,3,18,23062
3622,Inaruwa,5,2,9,10596
3623,Siraha,3,1,5,18214
3624,Inaruwa,4,2,17,25384
3625,Gulariya,5,2,19,15565
3626,Itahari,3,3,8,14128
3627,Ilam,3,3,17,7727
3628,Itahari,6,2,5,24083
3629,Damak,5,2,17,25779
3630,Kankai,4,1,12,10885
3631,Biratchowk,5,2,8,23494
3632,Itahari,4,2,17,19659
3633,Itahari,2,3,9,11262
3634,Rajbiraj,3,1,3,7020
3635,Nepalganj,5,2,5,24816
3636,Birgunj,6,3,9,18307
3637,Attariya,2,2,2,26719
3638,Itahari,5,2,5,26149
3639,Lahan,5,3,5,24854
3640,Pokhara,6,2,10,29678
3641,Mechinagar,4,1,16,8322
3642,Damak,2,3,15,26552
3643,Biratnagar,2,3,13,8488
3644,Attariya,3,1,7,20344
3645,Lalbandi,3,3,20,18056
3646,Gaur,3,3,16,6700
3647,Damak,3,1,15,13800
3648,Rajbiraj,5,2,17,5340
3649,Biratnagar,3,3,18,28593
3650,Kankai,5,3,2,17855
3651,Gaur,3,2,16,18456
3652,Biratnagar,3,2,14,10703
3653,Mechinagar,6,3,13,7094
3654,Gaur,5,1,15,5332
3655,Birtamod,2,1,4,24674
3656,Urlabari,5,2,5,18056
3657,Gulariya,4,2,2,26841
3658,Phidim,5,1,5,15095
3659,Itahari,3,3,15,15134
3660,Rajbiraj,2,2,7,29183
3661,Siddharthanagar,6,1,6,10953
3662,Bhadrapur,5,1,13,8681
3663,Itahari,3,1,12,21690
3664,Gulariya,3,3,13,6831
3665,Inaruwa,3,2,14,25212
3666,Kankai,3,3,16,25243
3667,Siddharthanagar,6,1,19,17839
3668,Malangwa,6,2,6,17246
3669,Itahari,5,1,17,21689
3670,Dhangadhi,6,1,16,10273
3671,Bhadrapur,5,1,3,7395
3672,Attariya,4,1,8,5548
3673,Siddharthanagar,4,2,3,7965
3674,Gurhewa,5,1,7,14976
3675,Tansen,3,3,5,27974
3676,Dharan,3,2,15,15822
3677,Lalbandi,5,1,8,14533
3678,Kankai,5,3,17,21616
3679,Kalaiya,6,1,7,6179
3680,Damak,2,1,4,19547
3681,Itahari,6,1,12,25219
3682,Kohalpur,2,1,10,18249
3683,Koshi,3,2,2,26572
3684,Birtamod,5,3,18,23515
3685,Dhankuta,6,2,3,6186
3686,Birgunj,5,3,8,25380
3687,Bhojpur,6,2,20,22301
3688,Lahan,5,3,5,29878
3689,Chainpur,6,3,18,12297
3690,Lalbandi,6,1,10,13887
3691,Kathari,5,1,17,10784
3692,Gauradaha,5,1,13,29928
3693,Bhadrapur,3,1,4,14576
3694,Dharan,6,3,10,8775
3695,Damak,5,2,4,23165
3696,Gulariya,2,2,13,24288
3697,Gauradaha,5,2,15,24361
3698,Dhangadhi,4,1,16,8219
3699,Siddharthanagar,2,3,10,9504
3700,Itahari,5,1,3,13168
3701,Dharan,2,1,3,7172
3702,Inaruwa,6,2,9,25633
3703,Dhangadhi,5,3,11,21769
3704,Bhadrapur,6,3,11,16311
3705,Beldandi,3,3,13,7981
3706,Dhangadhi,5,3,2,15808
3707,Itahari,3,1,17,25471
3708,Khadbari,5,3,4,16444
3709,Kamalamai,2,1,18,5226
3710,Urlabari,6,2,6,25773
3711,Damak,3,1,9,24321
3712,Lahan,3,2,11,20567
3713,Lalbandi,6,3,12,8460
3714,Lahan,6,3,5,12544
3715,Dharan,5,1,5,28710
3716,Bhadrapur,2,1,7,21852
3717,Biratnagar,2,1,5,12808
3718,Bhadrapur,4,2,5,11330
3719,Dhulikhel,6,3,6,15627
3720,Dharan,2,3,10,18886
3721,Dharan,2,1,8,10932
3722,Lalbandi,5,3,20,20432
3723,Sauraha,4,1,18,8764
3724,Biratnagar,2,2,2,28752
3725,Dhangadhi,3,2,11,13708
3726,Jaleswar,3,2,7,18889
3727,Hetauda,3,3,4,5428
3728,Dharan,3,3,20,19309
3729,Itahari,6,3,8,11367
3730,Kankai,6,1,8,21790
3731,Damak,6,3,7,27027
3732,Janakpur,4,2,19,6531
3733,Kakarvitta,2,3,19,7137
3734,Lahan,5,3,19,29245
3735,Inaruwa,6,2,7,25560
3736,Inaruwa,6,2,5,7692
3737,Bharatpur,4,1,20,22281
3738,Phidim,3,3,5,19859
3739,Urlabari,6,3,19,21624
3740,Dhankuta,5,1,3,6490
3741,Damak,6,2,17,13392
3742,Dharan,3,3,17,24793
3743,Mechinagar,5,3,16,18077
3744,Biratchowk,5,1,10,12781
3745,Bhadrapur,6,3,4,17926
3746,Kohalpur,3,3,7,16690
3747,Gauradaha,5,1,8,9875
3748,Biratnagar,4,1,11,26500
3749,Bhimeshwar,2,2,18,12050
3750,Damak,5,3,16,28587
3751,Jaleswar,2,2,19,20599
3752,Janakpur,2,2,14,14543
3753,Mechinagar,5,3,11,15524
3754,Birgunj,3,2,17,18754
3755,Damak,4,2,5,11500
3756,Kamalamai,2,2,20,5129
3757,Biratnagar,6,1,19,6141
3758,Gurhewa,5,2,13,28047
3759,Dhankuta,4,3,7,17928
3760,Itahari,2,2,5,16857
3761,Itahari,6,3,6,7981
3762,Rajbiraj,4,1,9,8246
3763,Gulariya,6,1,17,8627
3764,Itahari,3,1,19,19585
3765,Rajbiraj,6,3,16,28953
3766,Sauraha,4,1,14,19194
3767,Tikapur,5,3,4,29666
3768,Dhankuta,6,3,15,19945
3769,Dharan,5,2,2,26034
3770,Dharan,6,3,6,27768
3771,Gaur,5,1,3,7040
3772,Dharan,6,2,15,25705
3773,Lalbandi,4,2,15,29357
3774,Itahari,3,1,6,25314
3775,Chainpur,5,3,2,26950
3776,Dhankuta,5,1,11,9940
3777,Damak,4,1,3,6530
3778,Damak,6,1,5,11836
3779,Mechinagar,6,1,9,12004
3780,Urlabari,5,1,11,27550
3781,Narayangarh,3,2,6,26343
3782,Bharatpur,5,1,8,7133
3783,Dharan,3,1,15,18490
3784,Kohalpur,5,1,13,5002
3785,Bhadrapur,5,2,15,28225
3786,Itahari,4,2,18,14682
3787,Golbazar,2,1,14,20295
3788,Gaur,4,2,3,23195
3789,Rajbiraj,5,3,6,21020
3790,Kakarvitta,6,3,3,5615
3791,Khadbari,5,3,13,25955
3792,Gaur,4,2,9,22127
3793,Kohalpur,2,2,15,8680
3794,Phidim,4,1,15,15414
3795,Damak,5,2,12,9751
3796,Khadbari,3,2,18,28501
3797,Biratnagar,4,1,17,10990
3798,Dharan,5,1,12,28694
3799,Gaur,3,2,11,24479
3800,Bhadrapur,6,1,20,9110
3801,Lahan,4,3,19,26102
3802,Lahan,5,3,19,20842
3803,Hetauda,3,2,11,14464
3804,Dhangadhi,5,2,2,9417
3805,Jaleswar,2,3,17,25937
3806,Damak,3,2,18,14449
3807,Damak,2,1,16,24767
3808,Tikapur,2,2,14,25373
3809,Kankai,3,2,7,15548
3810,Lalbandi,5,3,7,18365
3811,Gauradaha,5,2,16,17819
3812,Biratnagar,5,1,12,29033
3813,Damak,3,1,15,16380
3814,Inaruwa,2,1,6,16634
3815,Kathari,6,1,19,22344
3816,Inaruwa,4,2,16,12819
3817,Kathari,2,2,16,19200
3818,Gauradaha,2,1,11,26618
3819,Dhangadhi,3,1,2,10956
3820,Kankai,4,3,2,13408
3821,Golbazar,6,3,2,10709
3822,Lahan,2,1,13,5342
3823,Mechinagar,3,3,8,13874
3824,Damak,3,3,3,19702
3825,Tikapur,2,1,11,11001
3826,Beldandi,3,3,4,10244
3827,Mechinagar,2,1,10,11046
3828,Mechinagar,6,2,3,8585
3829,Janakpur,4,2,3,29634
3830,Gauradaha,2,2,4,8761
3831,Inaruwa,3,1,14,25613
3832,Phidim,4,2,13,28031
3833,Siraha,4,2,18,18355
3834,Dharan,3,1,13,20812
3835,Inaruwa,2,1,15,20062
3836,Tikapur,6,1,13,23809
3837,Dhulikhel,4,1,13,23155
3838,Itahari,3,2,14,17207
3839,Kankai,4,3,15,6778
3840,Itahari,3,2,4,7352
3841,Dhankuta,2,1,18,15640
3842,Urlabari,6,2,9,23185
3843,Dhankuta,6,3,14,19151
3844,Kankai,4,2,17,26317
3845,Lahan,3,3,16,8724
3846,Damak,3,2,12,27833
3847,Inaruwa,3,1,13,19066
3848,Phidim,2,3,17,17891
3849,Mechinagar,6,2,9,14353
3850,Dhulikhel,4,2,10,16887
3851,Itahari,4,3,2,16248
3852,Gulariya,2,3,2,9768
3853,Itahari,3,2,9,10905
3854,Bhimeshwar,4,2,20,27213
3855,Rajbiraj,3,1,17,16783
3856,Tikapur,6,3,4,15326
3857,Gaur,2,2,20,21576
3858,Lalbandi,6,1,11,11105
3859,Damak,2,3,2,8808
3860,Belbari,3,2,13,20373
3861,Lahan,2,3,18,11525
3862,Biratnagar,4,3,16,17938
3863,Lalbandi,2,2,19,18369
3864,Damak,6,2,4,17904
3865,Urlabari,6,3,14,6628
3866,Malangwa,2,1,11,15441
3867,Itahari,3,3,16,6049
3868,Dhulikhel,2,1,15,21893
3869,Dhankuta,5,1,3,17547
3870,Tansen,5,1,20,25869
3871,Damak,6,2,11,5353
3872,Itahari,5,2,5,13144
3873,Damak,6,1,5,24803
3874,Bharatpur,4,2,6,17349
3875,Biratnagar,6,3,16,11287
3876,Dhankuta,4,2,12,15665
3877,Malangwa,3,1,17,12503
3878,Damak,3,1,17,5872
3879,Itahari,5,2,9,26721
3880,Itahari,6,1,10,10440
3881,Dharan,5,2,3,8024
3882,Itahari,2,1,4,9607
3883,Beldandi,2,1,3,9424
3884,Birtamod,2,1,10,8452
3885,Bhadrapur,5,2,14,10849
3886,Phidim,2,2,10,24117
3887,Narayangarh,3,2,20,14153
3888,Pokhara,5,1,14,22927
3889,Damak,2,3,16,29829
3890,Dharan,4,1,15,14020
3891,Urlabari,2,3,9,28029
3892,Rajbiraj,3,1,13,11936
3893,Dhulikhel,3,1,4,8224
3894,Khandbari,2,1,16,27089
3895,Koshi,2,3,11,10575
3896,Sauraha,5,2,3,9317
3897,Pokhara,2,2,6,7881
3898,Damak,5,3,10,24486
3899,Dharan,5,2,8,28977
3900,Birtamod,3,1,9,25691
3901,Nepalganj,5,1,16,6520
3902,Phidim,4,2,7,8514
3903,Rajbiraj,2,3,2,8621
3904,Sauraha,5,3,9,20721
3905,Damak,4,3,12,8961
3906,Bhojpur,3,1,10,16464
3907,Urlabari,5,1,6,19046
3908,Mechinagar,3,2,14,11998
3909,Dharan,6,3,4,7797
3910,Dhankuta,3,1,3,14122
3911,Inaruwa,4,1,11,9500
3912,Dharan,6,3,7,27636
3913,Itahari,3,1,6,22589
3914,Itahari,5,2,15,22946
3915,Kankai,5,3,17,6311
3916,Gulariya,4,2,11,7260
3917,Itahari,6,2,7,10346
3918,Hetauda,5,2,12,13021
3919,Siraha,2,1,15,23210
3920,Lahan,5,2,17,20897
3921,Beldandi,5,2,5,22753
3922,Jaleswar,6,2,7,12610
3923,Rajbiraj,4,1,4,18540
3924,Janakpur,5,2,12,16105
3925,Itahari,6,1,12,15529
3926,Sauraha,5,1,2,19169
3927,Belbari,5,1,19,26462
3928,Kankai,3,2,4,29415
3929,Itahari,2,3,14,20071
3930,Dharan,5,3,5,16163
3931,Gulariya,3,2,15,14037
3932,Dhangadhi,4,1,16,9826
3933,Biratchowk,2,2,15,27011
3934,Itahari,6,2,14,6154
3935,Itahari,4,1,13,19276
3936,Damak,3,2,16,20544
3937,Dharan,5,3,8,27923
3938,Dhangadhi,3,3,17,10582
3939,Tikapur,4,2,11,9006
3940,Mechinagar,3,1,9,25964
3941,Lalbandi,5,3,8,22087
3942,Gulariya,6,1,16,7836
3943,Damak,5,1,11,8761
3944,Itahari,2,1,13,6062
3945,Attariya,5,1,9,20285
3946,Pokhara,4,3,11,5219
3947,Rajbiraj,5,3,7,21792
3948,Mechinagar,6,3,4,9699
3949,Dhangadhi,6,1,4,24613
3950,Khandbari,6,3,7,7784
3951,Dharan,3,1,8,15571
3952,Gurhewa,2,1,19,16925
3953,Damak,3,1,12,5058
3954,Birtamod,6,1,9,23432
3955,Bharatpur,2,3,9,8706
3956,Itahari,4,3,9,10122
3957,Itahari,5,1,2,18858
3958,Gauradaha,2,3,16,11236
3959,Damak,4,2,18,28004
3960,Lahan,2,2,10,13352
3961,Dharan,6,1,9,8790
3962,Lahan,6,2,17,26059
3963,Damak,5,3,8,24475
3964,Biratnagar,3,2,16,13393
3965,Malangwa,5,1,15,17097
3966,Lahan,6,2,17,21436
3967,Lahan,2,2,15,17030
3968,Itahari,4,3,18,7322
3969,Lalbandi,2,1,13,17343
3970,Phidim,4,2,6,25532
3971,Lahan,2,3,20,15217
3972,Gaur,6,3,9,13795
3973,Golbazar,5,2,9,6813
3974,Beldandi,3,2,6,11998
3975,Lalbandi,3,2,15,25856
3976,Dhangadhi,2,1,4,19299
3977,Inaruwa,4,1,20,26773
3978,Dharan,2,3,9,9780
3979,Gauradaha,2,2,11,9356
3980,Kalaiya,5,1,10,20334
3981,Kathari,3,3,19,7785
3982,Tikapur,5,2,18,10809
3983,Itahari,4,2,11,21349
3984,Kamalamai,3,1,20,17740
3985,Mechinagar,5,3,2,28407
3986,Hetauda,6,2,12,20992
3987,Bhadrapur,5,2,12,8257
3988,Rajbiraj,6,1,6,6649
3989,Siraha,5,1,9,11902
3990,Damak,4,1,17,23384
3991,Dhangadhi,2,1,11,10481
3992,Damak,5,1,3,8480
3993,Hetauda,5,3,8,21681
3994,Kankai,6,1,6,21780
3995,Itahari,4,2,5,16489
3996,Birtamod,3,2,9,27262
3997,Dharan,2,1,14,21722
3998,Pokhara,2,1,17,26854
3999,Dhulikhel,6,2,18,24511
4000,Inaruwa,3,2,16,14516
4001,Dhangadhi,6,2,14,22648
4002,Koshi,3,3,16,16147
4003,Lalbandi,6,1,18,7307
4004,Gulariya,4,2,13,21785
4005,Dharan,3,3,6,11254
4006,Damak,5,2,17,17730
4007,Birtamod,6,2,6,26183
4008,Damak,5,3,2,10064
4009,Birtamod,2,2,4,13059
4010,Damak,5,1,4,8046
4011,Birtamod,6,3,5,9965
4012,Itahari,3,3,19,13188
4013,Khandbari,4,1,7,21041
4014,Dhangadhi,3,3,8,9534
4015,Kankai,2,1,5,29076
4016,Bhadrapur,2,2,17,8778
4017,Itahari,2,3,5,25621
4018,Kankai,6,2,10,16496
4019,Kalaiya,2,3,9,13818
4020,Dhankuta,4,2,7,13793
4021,Birtamod,4,1,13,8109
4022,Lahan,5,2,13,6389
4023,Ilam,2,1,7,18886
4024,Khadbari,2,1,2,20104
4025,Dharan,6,2,10,7325
4026,Birtamod,3,1,15,26675
4027,Beldandi,4,2,6,29383
4028,Biratnagar,2,3,8,7296
4029,Bhadrapur,6,2,10,23161
4030,Dharan,5,1,17,11074
4031,Gulariya,2,2,10,11233
4032,Birtamod,6,2,9,13834
4033,Biratnagar,4,3,6,14447
4034,Bhadrapur,2,3,7,15157
4035,Mechinagar,2,3,10,23949
4036,Attariya,5,2,20,22349
4037,Urlabari,5,3,18,17301
4038,Dhulikhel,5,3,20,20977
4039,Damak,3,3,15,26985
4040,Dharan,4,2,13,17383
4041,Dharan,6,1,7,18334
4042,Gulariya,5,1,16,13612
4043,Damak,3,3,4,27116
4044,Dhankuta,6,3,15,21383
4045,Biratnagar,3,2,15,16059
4046,Kankai,5,1,2,27490
4047,Hetauda,2,1,15,10003
4048,Rajbiraj,6,3,18,13284
4049,Dhankuta,6,3,18,22621
4050,Itahari,2,1,19,24897
4051,Dhankuta,4,1,3,10775
4052,Khadbari,3,1,20,28270
4053,Kalaiya,4,2,10,9024
4054,Biratnagar,6,3,19,13688
4055,Mechinagar,5,3,13,20306
4056,Rajbiraj,6,1,10,27523
4057,Tikapur,6,3,9,19170
4058,Bhadrapur,6,1,17,25145
4059,Gurhewa,6,2,13,7895
4060,Dharan,6,1,19,25086
4061,Mechinagar,6,3,19,27435
4062,Lahan,4,2,7,6242
4063,Biratchowk,3,3,2,28508
4064,Kankai,4,2,10,23314
4065,Dharan,5,1,3,15628
4066,Lahan,3,2,12,11443
4067,Lalbandi,2,2,12,5400
4068,Hetauda,6,2,9,18948
4069,Jaleswar,6,1,17,16160
4070,Kankai,4,2,19,12090
4071,Biratnagar,6,3,5,22886
4072,Kankai,4,2,10,25451
4073,Damak,4,2,10,24315
4074,Attariya,4,2,11,18665
4075,Gulariya,4,1,20,26508
4076,Birtamod,2,2,19,14024
4077,Inaruwa,5,3,17,16572
4078,Urlabari,3,3,12,18365
4079,Inaruwa,3,3,11,16127
4080,Mechinagar,4,1,10,9522
4081,Birtamod,5,2,6,9747
4082,Dharan,5,2,2,12015
4083,Dhankuta,2,1,9,28947
4084,Nepalganj,6,1,5,9465
4085,Bhojpur,5,2,17,8619
4086,Jaleswar,3,2,10,20116
4087,Urlabari,2,3,11,24550
4088,Damak,6,2,14,22519
4089,Itahari,6,1,18,20471
4090,Rajbiraj,3,3,17,18514
4091,Gauradaha,5,2,15,14381
4092,Biratchowk,2,1,2,26785
4093,Janakpur,4,3,16,23199
4094,Rajbiraj,6,2,11,29828
4095,Ilam,3,2,15,26999
4096,Kohalpur,2,1,3,27970
4097,Tansen,6,3,17,7925
4098,Kathari,4,1,2,22274
4099,Mechinagar,3,2,11,20796
4100,Dhangadhi,3,2,15,25710
4101,Dhankuta,2,2,20,26151
4102,Dhulikhel,6,2,4,8975
4103,Itahari,5,1,20,10455
4104,Itahari,2,1,9,17293
4105,Bhadrapur,4,3,15,25739
4106,Narayangarh,6,2,12,24711
4107,Bhadrapur,6,3,19,29391
4108,Biratnagar,4,3,4,14406
4109,Dhulikhel,3,3,19,7109
4110,Damak,2,1,5,24313
4111,Birtamod,3,1,3,25745
4112,Mechinagar,2,2,8,19382
4113,Lahan,4,2,17,5399
4114,Lalbandi,5,3,10,25643
4115,Sauraha,3,2,17,17071
4116,Ilam,4,1,7,17225
4117,Itahari,4,3,8,5366
4118,Itahari,3,3,12,20349
4119,Dharan,3,1,10,26945
4120,Dharan,3,2,3,15420
4121,Mechinagar,2,2,3,13578
4122,Itahari,5,3,3,23223
4123,Dharan,4,3,9,23757
4124,Siraha,6,2,17,17985
4125,Jaleswar,5,2,13,15292
4126,Mechinagar,5,3,10,10172
4127,Lahan,2,3,14,17270
4128,Bhadrapur,5,3,10,19352
4129,Itahari,6,3,13,21434
4130,Biratnagar,5,3,6,7991
4131,Mechinagar,3,3,7,19212
4132,Biratnagar,6,3,17,10248
4133,Itahari,5,1,17,14637
4134,Birgunj,4,2,11,18168
4135,Lalbandi,5,2,7,6364
4136,Inaruwa,4,1,10,14976
4137,Siraha,4,2,19,5691
4138,Kakarvitta,3,2,8,23964
4139,Itahari,2,2,9,26019
4140,Dhangadhi,6,3,19,17179
4141,Beldandi,4,3,4,7016
4142,Itahari,3,1,18,10082
4143,Gauradaha,3,3,16,29419
4144,Kohalpur,5,2,11,18185
4145,Tansen,2,3,3,18520
4146,Siddharthanagar,4,2,8,16938
4147,Itahari,2,2,14,16866
4148,Inaruwa,6,1,16,12174
4149,Bhimeshwar,3,1,13,28432
4150,Dhulikhel,6,3,7,19154
4151,Lalbandi,2,1,15,26279
4152,Biratnagar,4,3,15,7343
4153,Koshi,2,3,12,20498
4154,Tansen,5,3,2,22103
4155,Birtamod,2,2,8,25076
4156,Dhangadhi,4,1,5,10014
4157,Dhankuta,3,1,2,27724
4158,Itahari,2,2,10,27680
4159,Attariya,6,1,14,21838
4160,Itahari,6,3,11,22848
4161,Biratnagar,2,2,17,6862
4162,Gaur,5,3,15,12435
4163,Gaur,3,1,6,11093
4164,Damak,4,1,16,20107
4165,Tansen,3,3,4,6975
4166,Khadbari,6,2,13,12986
4167,Itahari,2,3,8,5981
4168,Gulariya,3,2,6,9424
4169,Itahari,2,2,19,28457
4170,Bhadrapur,6,3,3,11440
4171,Gaur,3,2,11,25172
4172,Biratchowk,4,1,20,14677
4173,Narayangarh,3,2,8,21148
4174,Itahari,6,1,20,10753
4175,Dharan,2,3,10,15893
4176,Mechinagar,4,2,18,16734
4177,Kamalamai,6,1,5,5867
4178,Kankai,5,2,2,15720
4179,Damak,5,2,15,22539
4180,Pokhara,6,1,2,13070
4181,Mechinagar,5,2,13,17290
4182,Damak,5,2,14,7107
4183,Janakpur,3,3,18,5586
4184,Dhangadhi,6,1,6,19285
4185,Itahari,3,3,16,9076
4186,Dhulikhel,2,1,11,20411
4187,Beldandi,6,1,4,25600
4188,Gauradaha,5,3,17,13953
4189,Dhankuta,5,3,8,7450
4190,Dharan,4,1,11,24416
4191,Itahari,6,2,12,11560
4192,Phidim,5,1,11,9774
4193,Gaur,4,3,17,29176
4194,Khandbari,4,1,2,22041
4195,Kohalpur,6,1,12,13738
4196,Dhulikhel,6,1,5,5538
4197,Itahari,5,3,11,12059
4198,Itahari,2,1,18,10940
4199,Kalaiya,6,3,6,9992
4200,Kathari,6,3,7,21996
4201,Tikapur,2,3,16,5256
4202,Itahari,5,2,19,11796
4203,Kankai,4,1,12,24503
4204,Biratnagar,3,2,9,27403
4205,Belbari,4,2,8,6164
4206,Janakpur,6,2,8,23432
4207,Itahari,5,2,8,18859
4208,Itahari,5,1,20,29910
4209,Dharan,5,2,8,16750
4210,Koshi,3,3,17,14676
4211,Dhankuta,5,2,13,17914
4212,Gulariya,5,2,2,26573
4213,Belbari,5,3,4,5875
4214,Gaur,4,1,19,19793
4215,Kakarvitta,4,1,18,28702
4216,Dhulikhel,3,1,8,17782
4217,Dhulikhel,2,2,14,28035
4218,Inaruwa,4,1,9,28294
4219,Biratnagar,2,1,7,16289
4220,Birgunj,6,2,17,10159
4221,Biratnagar,6,1,15,17565
4222,Birgunj,4,2,2,23983
4223,Itahari,2,3,10,22406
4224,Dhangadhi,6,1,5,11024
4225,Dharan,2,3,7,11231
4226,Biratnagar,2,1,3,13661
4227,Malangwa,5,1,7,25156
4228,Siraha,3,2,7,27603
4229,Gulariya,6,3,2,16984
4230,Birtamod,4,3,12,18474
4231,Dhankuta,6,1,2,6703
4232,Rajbiraj,5,3,20,21433
4233,Mechinagar,6,2,3,15128
4234,Belbari,5,2,7,25945
4235,Tikapur,4,1,17,13659
4236,Dhankuta,4,1,13,6520
4237,Birtamod,6,3,18,11220
4238,Bharatpur,6,2,18,9851
4239,Gaur,4,1,4,27794
4240,Inaruwa,6,3,19,27714
4241,Gauradaha,2,1,19,8382
4242,Lahan,4,3,4,21153
4243,Dharan,3,3,14,7704
4244,Damak,6,2,2,12924
4245,Birgunj,2,2,7,20359
4246,Itahari,6,1,16,16623
4247,Gauradaha,6,2,15,13734
4248,Gulariya,3,2,18,19763
4249,Rajbiraj,2,2,8,9277
4250,Phidim,2,3,20,29862
4251,Inaruwa,2,2,10,13240
4252,Birtamod,2,3,12,18662
4253,Kalaiya,4,1,19,26306
4254,Bhadrapur,3,3,10,19721
4255,Itahari,5,1,13,12305
4256,Dhankuta,3,3,2,11043
4257,Narayangarh,4,3,5,19205
4258,Rajbiraj,4,1,20,18020
4259,Dharan,2,1,17,27371
4260,Gurhewa,2,1,14,14651
4261,Bhojpur,6,1,15,20628
4262,Malangwa,4,2,19,18780
4263,Siraha,3,2,16,22184
4264,Belbari,3,2,3,22340
4265,Itahari,3,2,20,10884
4266,Dharan,5,1,5,24475
4267,Itahari,6,3,15,8467
4268,Inaruwa,4,1,8,5218
4269,Phidim,5,2,17,22861
4270,Attariya,5,1,11,24030
4271,Lalbandi,6,2,4,17208
4272,Damak,2,3,17,27639
4273,Belbari,6,1,18,19640
4274,Tansen,4,1,4,18789
4275,Nepalganj,6,2,16,26099
4276,Rajbiraj,3,1,20,9877
4277,Birtamod,4,2,9,12553
4278,Attariya,5,1,3,25417
4279,Dharan,4,2,2,24368
4280,Dharan,4,1,7,29710
4281,Hetauda,5,3,11,10662
4282,Inaruwa,3,3,15,24426
4283,Lahan,3,2,13,15633
4284,Inaruwa,2,3,20,21926
4285,Tikapur,6,1,11,13691
4286,Sauraha,6,1,8,8964
4287,Kathari,3,2,14,11125
4288,Damak,5,1,10,27903
4289,Itahari,2,3,3,26819
